vendor ID,vendor name,category,subcategory,strategy,refinery,additional comments,owner name
V01881,Rohde & Schwarz,Temperature Instruments,RTDs,Standardization and bundling of similar items,Baytown Refinery,Consider energy efficiency and sustainability in selection.,Megan Chen
V01882,VEGA Grieshaber,Pressure Instruments,Pressure Switches,Performance-based maintenance contract,Whiting Refinery,Compliance with API and ASTM standards is mandatory.,Rahul Iyer
V01883,Keysight Technologies,Flow Instruments,Ultrasonic Flow Meters,Dual sourcing with local backup vendor,Port Arthur Refinery,High criticality; maintain redundancy and spare parts inventory.,Lena Müller
V01884,Fluke Corporation,Pressure Instruments,Differential Pressure Transmitters,Framework agreement for multi-site supply,Port Arthur Refinery,Vendor to assist with installation and commissioning.,Lena Müller
V01885,Endress+Hauser Group,Level Instruments,Float Switches,Technology upgrade and digitalization program,Whiting Refinery,Equipment is subject to harsh conditions; require rugged design.,Rahul Iyer
V01886,Bruker Corporation,Safety Instruments,Emergency Shutdown Systems,Performance-based maintenance contract,Baton Rouge Refinery,Long lead times expected; maintain minimum stock levels.,Lena Müller
V01887,Fisher Controls (Emerson),Vibration Measurement Instruments,Accelerometers,Leveraging spend for volume discounts,Baytown Refinery,Include remote monitoring capabilities and IoT integration.,Rahul Iyer
V01888,Dräger Safety,Vibration Measurement Instruments,Vibration Sensors,Risk mitigation through multi-year contracts,Martinez Refinery,High criticality; maintain redundancy and spare parts inventory.,Rahul Iyer
V01889,Kistler Group,Safety Instruments,Gas Detectors,Long-term partnership with global supplier,Baytown Refinery,Requires high accuracy; consider upgrading to digital models.,Aisha Patel
V01890,ABB Ltd.,Safety Instruments,Emergency Shutdown Systems,Performance-based maintenance contract,Baytown Refinery,Ensure compatibility with existing control system infrastructure.,Aisha Patel
V01891,General Electric (GE),Test & Measurement Equipment,Digital Multimeters,Spend analysis and cost optimization,Port Arthur Refinery,Include remote monitoring capabilities and IoT integration.,Megan Chen
V01892,Kistler Instruments,Test & Measurement Equipment,Data Acquisition Systems,Bulk purchasing for volume discounts,Whiting Refinery,Vendor provides robust after-sales support and technical training.,Lena Müller
V01893,Keysight Technologies,Vibration Measurement Instruments,Accelerometers,Bulk purchasing for volume discounts,Martinez Refinery,Preference for suppliers with local service centers.,Lena Müller
V01894,Keysight Technologies,Control Valves,Needle Valves,Framework agreement for multi-site supply,Baytown Refinery,Part of plant modernization project; coordinate with engineering.,Carlos Fernandez
V01895,Siemens AG,Level Instruments,Capacitance Level Sensors,Sustainability and green procurement focus,Port Arthur Refinery,Consider energy efficiency and sustainability in selection.,Lena Müller
V01896,Fluke Corporation,Pressure Instruments,Pressure Transmitters,Consignment stock and vendor-managed inventory,Port Arthur Refinery,Compliance with API and ASTM standards is mandatory.,Lena Müller
V01897,Emerson Electric Co.,Safety Instruments,Emergency Shutdown Systems,Risk mitigation through multi-year contracts,Baytown Refinery,Preference for suppliers with local service centers.,Rahul Iyer
V01898,Honeywell International,Analytical Instruments,Spectrophotometers,Framework agreement for multi-site supply,Baton Rouge Refinery,Part of plant modernization project; coordinate with engineering.,Rahul Iyer
V01899,Keysight Technologies,Signal Conditioning,Signal Converters,Technology upgrade and digitalization program,Port Arthur Refinery,Requires high accuracy; consider upgrading to digital models.,Megan Chen
V01900,Kistler Group,Signal Conditioning,Amplifiers,Technology upgrade and digitalization program,Baytown Refinery,Equipment is subject to harsh conditions; require rugged design.,Carlos Fernandez
V01901,Siemens AG,Control Valves,Ball Valves,Bulk purchasing for volume discounts,Baton Rouge Refinery,Long lead times expected; maintain minimum stock levels.,Rahul Iyer
V01902,KROHNE,Signal Conditioning,Transmitters,Framework agreement for multi-site supply,Baton Rouge Refinery,Compliance with API and ASTM standards is mandatory.,Rahul Iyer
V01903,National Instruments,Analytical Instruments,pH Meters,Standardization and bundling of similar items,Whiting Refinery,Vendor provides robust after-sales support and technical training.,Carlos Fernandez
V01904,Bruker Corporation,Pressure Instruments,Pressure Gauges,Bulk purchasing for volume discounts,Martinez Refinery,Consider energy efficiency and sustainability in selection.,Megan Chen
V01905,Omega Engineering,Flow Instruments,Ultrasonic Flow Meters,Spend analysis and cost optimization,Whiting Refinery,Vendor provides robust after-sales support and technical training.,Rahul Iyer
V01906,Endress+Hauser Group,Level Instruments,Float Switches,Life-cycle cost evaluation and optimization,Baton Rouge Refinery,Ensure compatibility with existing control system infrastructure.,Carlos Fernandez
V01907,Kistler Instruments,Analytical Instruments,pH Meters,On-site vendor support and training,Baton Rouge Refinery,High criticality; maintain redundancy and spare parts inventory.,Rahul Iyer
V01908,Yokogawa Corporation,Vibration Measurement Instruments,Portable Vibrometers,Performance-based maintenance contract,Baton Rouge Refinery,High criticality; maintain redundancy and spare parts inventory.,Aisha Patel
V01909,Kistler Instruments,Test & Measurement Equipment,Data Acquisition Systems,Framework agreement for multi-site supply,Baytown Refinery,Equipment is subject to harsh conditions; require rugged design.,Carlos Fernandez
V01910,"Siemens Industry, Inc.",Control Valves,Needle Valves,Standardization and bundling of similar items,Port Arthur Refinery,Preference for suppliers with local service centers.,Megan Chen
V01911,Rockwell Automation,Vibration Measurement Instruments,Portable Vibrometers,Leveraging spend for volume discounts,Baton Rouge Refinery,Critical for process safety; ensure regular calibration.,Lena Müller
V01912,Emerson Electric Co.,Level Instruments,Ultrasonic Level Sensors,Leveraging spend for volume discounts,Whiting Refinery,Critical for process safety; ensure regular calibration.,Rahul Iyer
V01913,Honeywell International,Analytical Instruments,pH Meters,Sustainability and green procurement focus,Port Arthur Refinery,Critical for process safety; ensure regular calibration.,Lena Müller
V01914,Yokogawa Corporation of America,Safety Instruments,Emergency Shutdown Systems,Performance-based maintenance contract,Port Arthur Refinery,Compliance with API and ASTM standards is mandatory.,Lena Müller
V01915,Fluke Corporation,Level Instruments,Capacitance Level Sensors,Consignment stock and vendor-managed inventory,Baton Rouge Refinery,Vendor provides robust after-sales support and technical training.,Rahul Iyer
V01916,Fluke Corporation,Pressure Instruments,Differential Pressure Transmitters,Long-term partnership with global supplier,Martinez Refinery,Part of plant modernization project; coordinate with engineering.,Carlos Fernandez
V01917,KROHNE,Signal Conditioning,Signal Converters,Framework agreement for multi-site supply,Martinez Refinery,Part of plant modernization project; coordinate with engineering.,Lena Müller
V01918,Fisher Controls (Emerson),Pressure Instruments,Pressure Transmitters,Standardization and bundling of similar items,Martinez Refinery,Consider energy efficiency and sustainability in selection.,Carlos Fernandez
V01919,Fisher Controls (Emerson),Signal Conditioning,Amplifiers,Consignment stock and vendor-managed inventory,Baton Rouge Refinery,Maintain alignment with corporate purchasing agreements.,Megan Chen
V01920,Yokogawa Corporation,Signal Conditioning,Amplifiers,On-site vendor support and training,Baytown Refinery,Compliance with API and ASTM standards is mandatory.,Carlos Fernandez
V01921,Emerson Electric Co.,Flow Instruments,Mass Flow Meters,Leveraging spend for volume discounts,Baton Rouge Refinery,Maintain alignment with corporate purchasing agreements.,Rahul Iyer
V01922,Yokogawa Electric Corporation,Safety Instruments,Safety Valves,Technology upgrade and digitalization program,Port Arthur Refinery,Equipment is subject to harsh conditions; require rugged design.,Rahul Iyer
V01923,Emerson Electric Co.,Flow Instruments,Magnetic Flow Meters,Long-term partnership with global supplier,Port Arthur Refinery,Compliance with API and ASTM standards is mandatory.,Aisha Patel
V01924,"Siemens Industry, Inc.",Control Valves,Butterfly Valves,Life-cycle cost evaluation and optimization,Baton Rouge Refinery,Include remote monitoring capabilities and IoT integration.,Rahul Iyer
V01925,Fisher Controls (Emerson),Test & Measurement Equipment,Function Generators,Consignment stock and vendor-managed inventory,Baytown Refinery,Maintain alignment with corporate purchasing agreements.,Carlos Fernandez
V01926,Yokogawa Corporation of America,Signal Conditioning,Amplifiers,Leveraging spend for volume discounts,Baton Rouge Refinery,Vendor provides robust after-sales support and technical training.,Megan Chen
V01927,Schneider Electric,Vibration Measurement Instruments,Vibration Analyzers,Standardization and bundling of similar items,Whiting Refinery,Equipment is subject to harsh conditions; require rugged design.,Rahul Iyer
V01928,WIKA Instrument,Temperature Instruments,Infrared Sensors,Life-cycle cost evaluation and optimization,Port Arthur Refinery,Ensure compatibility with existing control system infrastructure.,Carlos Fernandez
V01929,Dräger Safety,Safety Instruments,Emergency Shutdown Systems,Bulk purchasing for volume discounts,Baton Rouge Refinery,Long lead times expected; maintain minimum stock levels.,Megan Chen
V01930,Mettler-Toledo,Test & Measurement Equipment,Oscilloscopes,Standardization and bundling of similar items,Baton Rouge Refinery,Vendor provides robust after-sales support and technical training.,Aisha Patel
V01931,Yokogawa Corporation,Signal Conditioning,Signal Converters,Leveraging spend for volume discounts,Baton Rouge Refinery,Requires high accuracy; consider upgrading to digital models.,Lena Müller
V01932,Kistler Group,Temperature Instruments,Infrared Sensors,Leveraging spend for volume discounts,Port Arthur Refinery,Part of plant modernization project; coordinate with engineering.,Rahul Iyer
V01933,Endress+Hauser Group,Level Instruments,Ultrasonic Level Sensors,Life-cycle cost evaluation and optimization,Port Arthur Refinery,Maintain alignment with corporate purchasing agreements.,Carlos Fernandez
V01934,"Siemens Industry, Inc.",Level Instruments,Capacitance Level Sensors,Framework agreement for multi-site supply,Martinez Refinery,Include remote monitoring capabilities and IoT integration.,Aisha Patel
V01935,Agilent Technologies,Safety Instruments,Gas Detectors,Consignment stock and vendor-managed inventory,Martinez Refinery,High criticality; maintain redundancy and spare parts inventory.,Lena Müller
V01936,Hach Company,Signal Conditioning,Filters,Framework agreement for multi-site supply,Port Arthur Refinery,Maintain alignment with corporate purchasing agreements.,Lena Müller
V01937,Yokogawa Corporation,Pressure Instruments,Pressure Switches,Leveraging spend for volume discounts,Martinez Refinery,Vendor provides robust after-sales support and technical training.,Aisha Patel
V01938,Schneider Electric,Pressure Instruments,Pressure Transmitters,Long-term partnership with global supplier,Martinez Refinery,High criticality; maintain redundancy and spare parts inventory.,Aisha Patel
V01939,Yokogawa Electric Corporation,Control Valves,Needle Valves,Risk mitigation through multi-year contracts,Martinez Refinery,Vendor to assist with installation and commissioning.,Megan Chen
